Category,Subcategory,Supplier,Brand,Region,Year,Month,Units Month, Values Month ,Column1
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,3,2310," $24,689.00 "," $24,689.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,4,1890," $20,650.00 "," $20,650.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,5,2576," $26,509.00 "," $26,509.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,6,2912," $30,408.00 "," $30,408.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,7,2401," $25,746.00 "," $25,746.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,8,2093," $21,280.00 "," $21,280.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,9,2478," $26,810.00 "," $26,810.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,10,4473," $45,199.00 "," $45,199.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,11,2905," $30,205.00 "," $30,205.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2022,12,3164," $32,333.00 "," $32,333.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2023,1,2814," $28,399.00 "," $28,399.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2023,2,2821," $29,946.00 "," $29,946.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,North,2023,3,2723," $28,854.00 "," $28,854.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,1,413," $4,130.00 "," $4,130.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,2,476," $4,725.00 "," $4,725.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,3,546," $5,439.00 "," $5,439.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,4,567," $5,593.00 "," $5,593.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,5,602," $5,999.00 "," $5,999.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,6,798," $7,938.00 "," $7,938.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,7,2261," $21,791.00 "," $21,791.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,8,1785," $17,178.00 "," $17,178.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,9,1071," $10,353.00 "," $10,353.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,10,931," $9,163.00 "," $9,163.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,11,1603," $15,344.00 "," $15,344.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2018,12,2037," $19,460.00 "," $19,460.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,1,1260," $11,998.00 "," $11,998.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,2,1414," $13,573.00 "," $13,573.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,3,1533," $14,623.00 "," $14,623.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,4,2632," $25,081.00 "," $25,081.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,5,1694," $16,366.00 "," $16,366.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,6,2072," $19,810.00 "," $19,810.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,7,2163," $20,545.00 "," $20,545.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,8,1225," $11,690.00 "," $11,690.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,9,1421," $13,587.00 "," $13,587.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,10,1484," $14,203.00 "," $14,203.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,11,1309," $14,833.00 "," $14,833.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2019,12,1547," $20,944.00 "," $20,944.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,1,1680," $25,004.00 "," $25,004.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,2,1316," $26,747.00 "," $26,747.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,3,1323," $18,697.00 "," $18,697.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,4,1764," $34,503.00 "," $34,503.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,5,434," $6,748.00 "," $6,748.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,6,959," $13,265.00 "," $13,265.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,7,1092," $15,519.00 "," $15,519.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,8,1183," $20,125.00 "," $20,125.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,9,1267," $16,254.00 "," $16,254.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,10,1750," $21,210.00 "," $21,210.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,11,1141," $13,839.00 "," $13,839.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2020,12,784," $10,661.00 "," $10,661.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,1,700," $9,282.00 "," $9,282.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,2,707," $13,951.00 "," $13,951.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,3,966," $14,847.00 "," $14,847.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,4,973," $9,324.00 "," $9,324.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,5,1239," $15,925.00 "," $15,925.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,6,1442," $15,813.00 "," $15,813.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,7,693," $8,519.00 "," $8,519.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,8,392," $4,879.00 "," $4,879.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,9,1078," $13,433.00 "," $13,433.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,10,840," $13,083.00 "," $13,083.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,11,742," $8,246.00 "," $8,246.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2021,12,819," $10,836.00 "," $10,836.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,1,861," $8,316.00 "," $8,316.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,2,672," $8,183.00 "," $8,183.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,3,896," $10,094.00 "," $10,094.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,4,1288," $16,898.00 "," $16,898.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,5,2009," $20,636.00 "," $20,636.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,6,1526," $16,254.00 "," $16,254.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,7,1911," $19,551.00 "," $19,551.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,8,994," $11,494.00 "," $11,494.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,9,1323," $14,763.00 "," $14,763.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,10,1813," $19,089.00 "," $19,089.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,11,1526," $16,163.00 "," $16,163.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2022,12,1869," $18,851.00 "," $18,851.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2023,1,1624," $17,906.00 "," $17,906.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2023,2,1589," $17,353.00 "," $17,353.00 "
Shampoo,Color-safe,Apex Trading Co.,Orchidea,South,2023,3,1442," $15,190.00 "," $15,190.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,2,3808," $24,731.00 "," $24,731.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,3,168," $1,141.00 "," $1,141.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,4,1939," $12,628.00 "," $12,628.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,5,4298," $28,147.00 "," $28,147.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,6,1855," $12,306.00 "," $12,306.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,7,1750," $11,676.00 "," $11,676.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,8,868," $5,761.00 "," $5,761.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,9,728," $4,809.00 "," $4,809.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,10,1323," $8,855.00 "," $8,855.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,11,441," $2,905.00 "," $2,905.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2019,12,343," $2,275.00 "," $2,275.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,1,728," $4,844.00 "," $4,844.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,2,609," $4,060.00 "," $4,060.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,3,665," $4,417.00 "," $4,417.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,4,1736," $11,305.00 "," $11,305.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,5,462," $3,010.00 "," $3,010.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,6,322," $2,107.00 "," $2,107.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,7,371," $2,380.00 "," $2,380.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,8,287," $1,834.00 "," $1,834.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,9,224," $1,477.00 "," $1,477.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,10,406," $2,597.00 "," $2,597.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,11,406," $2,597.00 "," $2,597.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2020,12,357," $2,310.00 "," $2,310.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,1,546," $3,500.00 "," $3,500.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,2,1617," $10,556.00 "," $10,556.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,3,644," $4,200.00 "," $4,200.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,4,273," $1,715.00 "," $1,715.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,5,308," $2,023.00 "," $2,023.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,6,476," $3,094.00 "," $3,094.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,7,203," $1,295.00 "," $1,295.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,8,70, $476.00 , $476.00 
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,9,168," $1,106.00 "," $1,106.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,10,238," $1,155.00 "," $1,155.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,11,119, $581.00 , $581.00 
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2021,12,273," $1,295.00 "," $1,295.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,1,189, $903.00 , $903.00 
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,2,406," $2,072.00 "," $2,072.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,3,1680," $8,498.00 "," $8,498.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,4,1855," $9,380.00 "," $9,380.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,5,3605," $18,200.00 "," $18,200.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,6,5964," $30,100.00 "," $30,100.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,7,5901," $29,694.00 "," $29,694.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,8,8057," $40,600.00 "," $40,600.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,9,9583," $48,286.00 "," $48,286.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,10,4949," $24,948.00 "," $24,948.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,11,1834," $9,282.00 "," $9,282.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2022,12,1141," $5,761.00 "," $5,761.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2023,1,644," $3,297.00 "," $3,297.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2023,2,4354," $21,910.00 "," $21,910.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,Center,2023,3,8603," $43,372.00 "," $43,372.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2018,12,322," $2,058.00 "," $2,058.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,1,10913," $70,924.00 "," $70,924.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,2,17150," $111,440.00 "," $111,440.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,3,21532," $139,909.00 "," $139,909.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,4,14805," $96,250.00 "," $96,250.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,5,12425," $81,802.00 "," $81,802.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,6,14840," $98,609.00 "," $98,609.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,7,11914," $79,233.00 "," $79,233.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,8,14665," $97,524.00 "," $97,524.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,9,12579," $83,636.00 "," $83,636.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,10,8939," $59,437.00 "," $59,437.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,11,8211," $54,572.00 "," $54,572.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2019,12,7273," $48,370.00 "," $48,370.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,1,5726," $38,087.00 "," $38,087.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,2,8533," $57,176.00 "," $57,176.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,3,6188," $41,419.00 "," $41,419.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,4,4676," $30,800.00 "," $30,800.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,5,5334," $34,706.00 "," $34,706.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,6,5334," $34,671.00 "," $34,671.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,7,7308," $47,467.00 "," $47,467.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,8,4368," $28,399.00 "," $28,399.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,9,4620," $30,065.00 "," $30,065.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,10,2821," $18,291.00 "," $18,291.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,11,2737," $17,780.00 "," $17,780.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2020,12,1820," $11,781.00 "," $11,781.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,1,2394," $15,568.00 "," $15,568.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,2,1239," $8,127.00 "," $8,127.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,3,1442," $9,401.00 "," $9,401.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,4,952," $6,223.00 "," $6,223.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,5,49, $287.00 , $287.00 
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,6,1071," $7,000.00 "," $7,000.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,7,1001," $6,545.00 "," $6,545.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,8,644," $4,200.00 "," $4,200.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,9,1155," $7,476.00 "," $7,476.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,10,1085," $5,509.00 "," $5,509.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,11,868," $4,214.00 "," $4,214.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2021,12,427," $2,058.00 "," $2,058.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,1,728," $3,654.00 "," $3,654.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,2,798," $4,046.00 "," $4,046.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,3,1918," $9,702.00 "," $9,702.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,4,2716," $13,699.00 "," $13,699.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,5,4284," $21,553.00 "," $21,553.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,6,8008," $40,313.00 "," $40,313.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,7,8484," $42,763.00 "," $42,763.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,8,8414," $42,441.00 "," $42,441.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,9,10808," $54,474.00 "," $54,474.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,10,6832," $34,482.00 "," $34,482.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,11,1785," $9,023.00 "," $9,023.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2022,12,490," $2,450.00 "," $2,450.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2023,1,700," $3,535.00 "," $3,535.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2023,2,6881," $34,671.00 "," $34,671.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,North,2023,3,11186," $56,322.00 "," $56,322.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2018,11,1666," $10,773.00 "," $10,773.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2018,12,5782," $37,576.00 "," $37,576.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,1,6069," $39,501.00 "," $39,501.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,2,11690," $76,041.00 "," $76,041.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,3,11543," $75,040.00 "," $75,040.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,4,11235," $72,982.00 "," $72,982.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,5,11214," $73,731.00 "," $73,731.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,6,9772," $64,974.00 "," $64,974.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,7,8974," $59,619.00 "," $59,619.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,8,8428," $56,105.00 "," $56,105.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,9,6951," $46,179.00 "," $46,179.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,10,6104," $40,586.00 "," $40,586.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,11,4354," $28,945.00 "," $28,945.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2019,12,5544," $36,848.00 "," $36,848.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,1,5901," $39,277.00 "," $39,277.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,2,6965," $46,704.00 "," $46,704.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,3,5271," $35,350.00 "," $35,350.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,4,6286," $41,433.00 "," $41,433.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,5,3857," $25,088.00 "," $25,088.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,6,5642," $36,694.00 "," $36,694.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,7,5117," $33,243.00 "," $33,243.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,8,2310," $14,987.00 "," $14,987.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,9,2359," $15,316.00 "," $15,316.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,10,1393," $9,079.00 "," $9,079.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,11,546," $3,521.00 "," $3,521.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2020,12,490," $3,227.00 "," $3,227.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,1,609," $3,997.00 "," $3,997.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,2,287," $1,904.00 "," $1,904.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,3,714," $4,641.00 "," $4,641.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,4,189," $1,225.00 "," $1,225.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,5,189," $1,239.00 "," $1,239.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,6,847," $5,523.00 "," $5,523.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,7,462," $2,975.00 "," $2,975.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,8,168," $1,085.00 "," $1,085.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,9,105, $630.00 , $630.00 
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,10,224," $1,057.00 "," $1,057.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,11,273," $1,344.00 "," $1,344.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2021,12,308," $1,463.00 "," $1,463.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,1,35, $168.00 , $168.00 
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,2,252," $1,274.00 "," $1,274.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,3,1715," $8,687.00 "," $8,687.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,4,2569," $12,901.00 "," $12,901.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,5,2226," $11,249.00 "," $11,249.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,6,3045," $15,330.00 "," $15,330.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,7,4263," $21,469.00 "," $21,469.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,8,4368," $22,029.00 "," $22,029.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,9,4795," $24,150.00 "," $24,150.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,10,2870," $14,518.00 "," $14,518.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,11,1204," $6,104.00 "," $6,104.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2022,12,1036," $5,236.00 "," $5,236.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2023,1,1260," $6,321.00 "," $6,321.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2023,2,3892," $19,614.00 "," $19,614.00 "
Shampoo,Color-safe,Blue Sky Enterprises,VelvetLux,South,2023,3,8092," $40,789.00 "," $40,789.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,1,129269," $680,687.00 "," $680,687.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,2,98770," $518,644.00 "," $518,644.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,3,137886," $718,193.00 "," $718,193.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,4,106274," $550,067.00 "," $550,067.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,5,128212," $669,851.00 "," $669,851.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,6,139475," $731,906.00 "," $731,906.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,7,131040," $689,171.00 "," $689,171.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,8,124019," $648,403.00 "," $648,403.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,9,122815," $651,602.00 "," $651,602.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,10,123844," $664,209.00 "," $664,209.00 "
Shampoo,Color-safe,FreshCo Industries,Vitalize,Center,2018,11,111454," $600,481.00 "," $600,481.00 "
